fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.211538462;0.235294118;0.072289157;0.081288344;0.09495549;0.111498258;0.419953596;0.140543667;0.4;0.581395349;0.322580645;5
0.317307692;0.176470588;0.204819277;0.211656442;0.172106825;0.114982578;0.417633411;0.221515327;0.318181818;0.360465116;0.177419355;7
0.317307692;0.176470588;0.204819277;0.211656442;0.172106825;0.114982578;0.417633411;0.221515327;0.318181818;0.360465116;0.177419355;7
0.317307692;0.176470588;0.204819277;0.211656442;0.172106825;0.114982578;0.417633411;0.221515327;0.318181818;0.360465116;0.177419355;7
0.317307692;0.176470588;0.204819277;0.211656442;0.172106825;0.114982578;0.417633411;0.221515327;0.318181818;0.360465116;0.177419355;7
0.201923077;0.156862745;0.156626506;0.179447853;0.130563798;0.111498258;0.290023202;0.194524773;0.563636364;0.26744186;0.241935484;6
0.259615385;0.12745098;0.222891566;0.029141104;0.115727003;0.236933798;0.299303944;0.088490457;0.554545455;0.61627907;0.548387097;7
0.375;0.18627451;0.210843373;0.07208589;0.06231454;0.097560976;0.250580046;0.094274147;0.354545455;0.23255814;0.677419355;6
0.5;0.18627451;0.210843373;0.06595092;0.056379822;0.087108014;0.199535963;0.117408907;0.290909091;0.209302326;0.532258065;6
0.336538462;0.254901961;0.126506024;0.039877301;0.121661721;0.041811847;0.294663573;0.125120494;0.481818182;0.255813953;0.35483871;5
0.269230769;0.18627451;0.15060241;0.038343558;0.127596439;0.135888502;0.415313225;0.084634664;0.472727273;0.209302326;0.532258065;5
0.288461538;0.205882353;0.096385542;0.012269939;0.086053412;0.419860627;0.523201856;0.09812994;0.390909091;0.290697674;0.322580645;4
0.317307692;0.196078431;0.156626506;0.01993865;0.118694362;0.034843206;0.178654292;0.1212647;0.390909091;0.186046512;0.225806452;5
0.288461538;0.166666667;0.204819277;0.205521472;0.068249258;0.156794425;0.287703016;0.15596684;0.590909091;0.325581395;0.677419355;7
0.307692308;0.480392157;0.060240964;0.11809816;0.252225519;0.073170732;0.415313225;0.194524773;0.618181818;0.290697674;0.193548387;4
0.317307692;0.196078431;0.156626506;0.01993865;0.118694362;0.034843206;0.178654292;0.1212647;0.390909091;0.186046512;0.225806452;5
0.317307692;0.088235294;0.228915663;0.104294479;0.127596439;0.163763066;0.401392111;0.16753422;0.572727273;0.348837209;0.258064516;6
0.384615385;0.196078431;0.13253012;0.012269939;0.139465875;0.076655052;0.280742459;0.140543667;0.509090909;0.302325581;0.241935484;5
0.288461538;0.137254902;0.222891566;0.016871166;0.080118694;0.12543554;0.431554524;0.071139387;0.572727273;0.581395349;0.725806452;6
0.317307692;0.088235294;0.228915663;0.104294479;0.127596439;0.163763066;0.401392111;0.16753422;0.572727273;0.348837209;0.258064516;6
0.221153846;0.058823529;0.15060241;0.010736196;0.112759644;0.12195122;0.380510441;0.10391363;0.572727273;0.279069767;0.322580645;6
0.25;0.156862745;0.301204819;0.168711656;0.112759644;0.202090592;0.468677494;0.182957393;0.418181818;0.406976744;0.209677419;5
0.384615385;0.333333333;0.156626506;0.13190184;0.145400593;0.111498258;0.440835267;0.194524773;0.381818182;0.38372093;0.209677419;6
0.269230769;0.196078431;0.21686747;0.016871166;0.086053412;0.069686411;0.213457077;0.078850974;0.518181818;0.406976744;0.580645161;6
0.317307692;0.235294118;0.204819277;0.213190184;0.089020772;0.153310105;0.327146172;0.152111047;0.6;0.325581395;0.725806452;8
0.278846154;0.225490196;0.180722892;0.023006135;0.086053412;0.055749129;0.280742459;0.10969732;0.581818182;0.476744186;0.419354839;6
0.25;0.235294118;0.301204819;0.154907975;0.112759644;0.191637631;0.457076566;0.186813187;0.327272727;0.441860465;0.225806452;5
0.221153846;0.196078431;0.15060241;0.096625767;0.139465875;0.146341463;0.445475638;0.16175053;0.427272727;0.209302326;0.177419355;6
0.201923077;0.205882353;0.15060241;0.174846626;0.142433234;0.160278746;0.498839907;0.211875843;0.463636364;0.220930233;0.161290323;6
0.192307692;0.235294118;0.228915663;0.063650307;0.071216617;0.073170732;0.197215777;0.07499518;0.636363636;0.23255814;0.612903226;7
0.192307692;0.235294118;0.228915663;0.063650307;0.071216617;0.073170732;0.197215777;0.07499518;0.636363636;0.23255814;0.612903226;7
0.182692308;0.235294118;0.228915663;0.063650307;0.071216617;0.073170732;0.197215777;0.07499518;0.636363636;0.23255814;0.612903226;7
0.278846154;0.196078431;0.084337349;0.012269939;0.100890208;0.216027875;0.348027842;0.094274147;0.409090909;0.197674419;0.322580645;5
0.288461538;0.254901961;0.415662651;0.010736196;0.145400593;0.034843206;0.37587007;0.11548101;0.309090909;0.290697674;0.274193548;5
0.201923077;0.166666667;0.15060241;0.164110429;0.127596439;0.097560976;0.361948956;0.19066898;0.472727273;0.255813953;0.241935484;6
0.25;0.18627451;0.192771084;0.059815951;0.685459941;0.205574913;0.382830626;0.148255254;0.363636364;0.302325581;0.225806452;5
0.413461538;0.37254902;0.186746988;0.016871166;0.127596439;0.167247387;0.403712297;0.100057837;0.281818182;0.23255814;0.516129032;5
0.230769231;0.274509804;0.156626506;0.193251534;0.12462908;0.181184669;0.445475638;0.20223636;0.481818182;0.279069767;0.161290323;5
0.288461538;0.137254902;0.210843373;0.075153374;0.100890208;0.066202091;0.24361949;0.128976287;0.527272727;0.360465116;0.435483871;7
0.288461538;0.578431373;0.180722892;0.190184049;0.833827893;0.069686411;0.426914153;0.217659533;0.327272727;0.523255814;0.161290323;4
0.326923077;0.196078431;0.180722892;0.154907975;0.103857567;0.205574913;0.494199536;0.194524773;0.381818182;0.325581395;0.177419355;6
0.278846154;0.088235294;0.222891566;0.021472393;0.089020772;0.111498258;0.269141531;0.09812994;0.490909091;0.441860465;0.451612903;7
0.298076923;0.117647059;0.204819277;0.01993865;0.100890208;0.080139373;0.294663573;0.123192597;0.536363636;0.441860465;0.338709677;4
0.221153846;0.274509804;0.096385542;0.088957055;0.083086053;0.118466899;0.438515081;0.140543667;0.409090909;0.465116279;0.306451613;6
0.211538462;0.274509804;0.096385542;0.087423313;0.080118694;0.118466899;0.422273782;0.136687874;0.409090909;0.465116279;0.290322581;5
0.201923077;0.284313725;0.084337349;0.087423313;0.080118694;0.111498258;0.408352668;0.140543667;0.409090909;0.476744186;0.290322581;5
0.365384615;0.205882353;0.34939759;0.259202454;0.09495549;0.170731707;0.501160093;0.24272219;0.4;0.511627907;0.241935484;6
0.240384615;0.254901961;0.168674699;0.216257669;0.112759644;0.163763066;0.438515081;0.204164257;0.463636364;0.279069767;0.241935484;5
0.278846154;0.107843137;0.204819277;0.006134969;0.038575668;0.069686411;0.197215777;0.078850974;0.463636364;0.406976744;0.5;6
0.355769231;0.225490196;0.307228916;0.217791411;0.089020772;0.209059233;0.452436195;0.21380374;0.309090909;0.441860465;0.241935484;5
0.355769231;0.225490196;0.307228916;0.217791411;0.089020772;0.209059233;0.452436195;0.21380374;0.309090909;0.441860465;0.241935484;5
0.346153846;0.225490196;0.289156627;0.208588957;0.097922849;0.209059233;0.452436195;0.215731637;0.309090909;0.430232558;0.225806452;5
0.442307692;0.31372549;0.421686747;0.191717791;0.097922849;0.094076655;0.436194896;0.209947947;0.309090909;0.488372093;0.274193548;5
0.201923077;0.254901961;0.13253012;0.027607362;0.06231454;0.059233449;0.292343387;0.044148834;0.627272727;0.651162791;0.951612903;7
0.269230769;0.294117647;0.108433735;0.009202454;0.097922849;0.06271777;0.174013921;0.107769424;0.454545455;0.26744186;0.338709677;4
0.25;0.245098039;0.168674699;0.007668712;0.086053412;0.097560976;0.234338747;0.088490457;0.363636364;0.23255814;0.403225806;6
0.173076923;0.166666667;0.156626506;0.04601227;0.083086053;0.055749129;0.245939675;0.0634278;0.636363636;0.325581395;0.741935484;6
0.461538462;0.18627451;0.277108434;0.084355828;0.068249258;0.038327526;0.07424594;0.113553114;0.154545455;0.139534884;0.467741935;5
0.230769231;0.225490196;0.126506024;0.087423313;0.09495549;0.167247387;0.484918794;0.134759977;0.390909091;0.441860465;0.322580645;5
0.326923077;0.098039216;0.271084337;0.058282209;0.109792285;0.191637631;0.364269142;0.13861577;0.372727273;0.465116279;0.516129032;6
0.375;0.117647059;0.265060241;0.20398773;0.121661721;0.146341463;0.280742459;0.220551378;0.354545455;0.302325581;0.322580645;6
0.230769231;0.382352941;0.126506024;0.006134969;0.103857567;0.038327526;0.20649652;0.122228649;0.381818182;0.279069767;0.193548387;5
0.221153846;0.166666667;0.144578313;0.176380368;0.109792285;0.170731707;0.378190255;0.209947947;0.572727273;0.26744186;0.241935484;5
0.423076923;0.18627451;0.259036145;0.015337423;0.077151335;0.101045296;0.276102088;0.08656256;0.345454545;0.325581395;0.693548387;6
0.423076923;0.18627451;0.259036145;0.015337423;0.077151335;0.101045296;0.276102088;0.08656256;0.345454545;0.325581395;0.693548387;6
0.25;0.225490196;0.234939759;0.105828221;0.091988131;0.191637631;0.473317865;0.147291305;0.545454545;0.244186047;0.322580645;5
0.211538462;0.303921569;0.156626506;0.032208589;0.086053412;0.128919861;0.412993039;0.118372855;0.627272727;0.325581395;0.451612903;6
0.230769231;0.12745098;0.162650602;0.016871166;0.086053412;0.135888502;0.327146172;0.119336804;0.7;0.569767442;0.403225806;7
0.375;0.333333333;0.186746988;0.13190184;0.115727003;0.069686411;0.49187935;0.188741083;0.309090909;0.453488372;0.193548387;6
0.307692308;0.18627451;0.246987952;0.278374233;0.097922849;0.111498258;0.343387471;0.252361673;0.218181818;0.325581395;0.177419355;5
0.230769231;0.12745098;0.162650602;0.016871166;0.086053412;0.135888502;0.327146172;0.119336804;0.7;0.569767442;0.403225806;7
0.346153846;0.205882353;0.301204819;0.018404908;0.097922849;0.114982578;0.273781903;0.12704839;0.663636364;0.325581395;0.35483871;7
0.269230769;0.205882353;0.265060241;0.128834356;0.130563798;0.209059233;0.392111369;0.187777135;0.272727273;0.26744186;0.14516129;5
0.211538462;0.215686275;0.265060241;0.013803681;0.109792285;0.045296167;0.401392111;0.143435512;0.709090909;0.348837209;0.387096774;5
0.298076923;0.225490196;0.204819277;0.015337423;0.068249258;0.073170732;0.276102088;0.088490457;0.590909091;0.290697674;0.596774194;6
0.269230769;0.245098039;0.186746988;0.010736196;0.03264095;0.094076655;0.185614849;0.062463852;0.490909091;0.255813953;0.709677419;8
0.384615385;0.215686275;0.240963855;0.018404908;0.056379822;0.073170732;0.262180974;0.082706767;0.381818182;0.197674419;0.467741935;7
0.25;0.303921569;0.126506024;0.009202454;0.09495549;0.114982578;0.294663573;0.099093889;0.390909091;0.279069767;0.35483871;5
0.25;0.156862745;0.186746988;0.033742331;0.086053412;0.135888502;0.24361949;0.085598612;0.590909091;0.511627907;0.596774194;7
0.307692308;0.12745098;0.204819277;0.113496933;0.142433234;0.059233449;0.213457077;0.159822634;0.245454545;0.430232558;0.225806452;5
0.25;0.078431373;0.186746988;0.07208589;0.100890208;0.139372822;0.343387471;0.143435512;0.572727273;0.290697674;0.403225806;5
0.211538462;0.245098039;0.162650602;0.003067485;0.522255193;0.034843206;0.415313225;0.101985734;0.363636364;0.465116279;0.225806452;5
0.259615385;0.147058824;0.198795181;0.202453988;0.097922849;0.080139373;0.30162413;0.189705032;0.572727273;0.395348837;0.387096774;6
0.230769231;0.166666667;0.289156627;0.144171779;0.103857567;0.264808362;0.535962877;0.181993445;0.481818182;0.290697674;0.241935484;6
0.480769231;0.196078431;0.271084337;0.082822086;0.038575668;0.041811847;0.092807425;0.1212647;0.263636364;0.127906977;0.5;7
0.269230769;0.166666667;0.180722892;0.211656442;0.127596439;0.132404181;0.403712297;0.209947947;0.272727273;0.325581395;0.177419355;6
0.298076923;0.294117647;0.15060241;0.141104294;0.091988131;0.090592334;0.422273782;0.192596877;0.509090909;0.453488372;0.193548387;5
0.25;0.166666667;0.180722892;0.075153374;0.086053412;0.045296167;0.278422274;0.148255254;0.381818182;0.313953488;0.258064516;6
0.269230769;0.166666667;0.180722892;0.211656442;0.127596439;0.132404181;0.403712297;0.209947947;0.272727273;0.325581395;0.177419355;6
0.298076923;0.294117647;0.15060241;0.141104294;0.091988131;0.090592334;0.422273782;0.192596877;0.509090909;0.453488372;0.193548387;5
0.317307692;0.12745098;0.186746988;0.049079755;0.035608309;0.132404181;0.308584687;0.097165992;0.409090909;0.197674419;0.451612903;7
0.25;0.166666667;0.180722892;0.075153374;0.086053412;0.045296167;0.278422274;0.148255254;0.381818182;0.313953488;0.258064516;6
0.298076923;0.303921569;0.240963855;0.061349693;0.038575668;0.010452962;0.023201856;0.084634664;0.536363636;0.174418605;0.741935484;3
0.192307692;0.117647059;0.180722892;0.013803681;0.065281899;0.066202091;0.11136891;0.077887025;0.654545455;0.38372093;0.483870968;6
0.307692308;0.117647059;0.222891566;0.021472393;0.06231454;0.083623693;0.294663573;0.117408907;0.509090909;0.453488372;0.35483871;6
0.201923077;0.176470588;0.15060241;0.182515337;0.074183976;0.12543554;0.331786543;0.204164257;0.554545455;0.244186047;0.225806452;5
0.346153846;0.294117647;0.162650602;0.105828221;0.09495549;0.076655052;0.350348028;0.158858685;0.409090909;0.244186047;0.322580645;5
0.346153846;0.117647059;1;0.023006135;0.038575668;0.111498258;0.241299304;0.087526509;0.490909091;0.38372093;0.677419355;6
0.307692308;0.12745098;0.204819277;0.121165644;0.071216617;0.101045296;0.56612529;0.157894737;0.454545455;0.395348837;0.403225806;6
0.326923077;0.205882353;0.240963855;0.107361963;0.044510386;0.18815331;0.389791183;0.10969732;0.290909091;0.11627907;0.564516129;6
0.298076923;0.098039216;0.228915663;0.115030675;0.118694362;0.146341463;0.387470998;0.16753422;0.527272727;0.372093023;0.290322581;6
0.336538462;0.215686275;0.253012048;0.103527607;0.047477745;0.170731707;0.385150812;0.10969732;0.290909091;0.11627907;0.548387097;6
0.326923077;0.205882353;0.240963855;0.107361963;0.044510386;0.18815331;0.389791183;0.10969732;0.290909091;0.11627907;0.564516129;6
0.298076923;0.117647059;0.301204819;0.144171779;0.080118694;0.264808362;0.366589327;0.1791016;0.390909091;0.38372093;0.35483871;6
0.278846154;0.117647059;0.253012048;0.205521472;0.086053412;0.282229965;0.350348028;0.223443223;0.4;0.325581395;0.225806452;6
0.307692308;0.12745098;0.204819277;0.121165644;0.071216617;0.101045296;0.56612529;0.157894737;0.454545455;0.395348837;0.403225806;6
0.201923077;0.264705882;0.28313253;0.024539877;0.299703264;0.041811847;0.299303944;0.117408907;0.336363636;0.325581395;0.177419355;5
0.317307692;0.196078431;0.265060241;0.018404908;0.068249258;0.104529617;0.22737819;0.06921149;0.481818182;0.302325581;0.677419355;7
0.192307692;0.166666667;0.168674699;0.161042945;0.139465875;0.149825784;0.385150812;0.201272412;0.636363636;0.244186047;0.241935484;5
0.288461538;0.137254902;0.222891566;0.22392638;0.12462908;0.229965157;0.392111369;0.235974552;0.618181818;0.73255814;0.209677419;6
0.317307692;0.058823529;0.240963855;0.009202454;0.12462908;0.18466899;0.294663573;0.117408907;0.527272727;0.860465116;0.290322581;7
0.317307692;0.049019608;0.240963855;0.009202454;0.112759644;0.181184669;0.290023202;0.117408907;0.527272727;0.872093023;0.290322581;7
0.298076923;0.098039216;0.228915663;0.115030675;0.118694362;0.146341463;0.387470998;0.16753422;0.527272727;0.372093023;0.290322581;6
0.307692308;0.117647059;0.228915663;0.115030675;0.121661721;0.139372822;0.380510441;0.168498168;0.527272727;0.372093023;0.290322581;6
0.288461538;0.156862745;0.295180723;0.286809816;0.142433234;0.18466899;0.552204176;0.259109312;0.254545455;0.395348837;0.112903226;5
0.115384615;0.352941176;0.024096386;0.27607362;0.089020772;0.12543554;0.276102088;0.21958743;0.590909091;0.406976744;0.35483871;6
0.240384615;0.215686275;0.168674699;0.067484663;0.097922849;0.118466899;0.368909513;0.153074995;0.454545455;0.546511628;0.241935484;6
0.326923077;0.18627451;0.253012048;0.015337423;0.121661721;0.114982578;0.292343387;0.094274147;0.2;0.279069767;0.483870968;6
0.278846154;0.411764706;0.379518072;0.196319018;0.204747774;0.275261324;0.531322506;0.22537112;0.327272727;0.255813953;0.193548387;5
0.288461538;0.117647059;0.21686747;0.015337423;0.056379822;0.017421603;0.085846868;0.089454405;0.445454545;0.441860465;0.467741935;6
0.278846154;0.029411765;0.204819277;0.125766871;0.100890208;0.135888502;0.241299304;0.175245807;0.636363636;0.209302326;0.209677419;7
0.278846154;0.029411765;0.204819277;0.125766871;0.100890208;0.135888502;0.241299304;0.175245807;0.636363636;0.209302326;0.209677419;7
0.288461538;0.039215686;0.186746988;0.070552147;0.106824926;0.094076655;0.257540603;0.136687874;0.627272727;0.279069767;0.290322581;7
0.269230769;0.078431373;0.343373494;0.007668712;0.359050445;0.195121951;0.303944316;0.107769424;0.363636364;0.197674419;0.209677419;7
0.269230769;0.12745098;0.361445783;0.007668712;0.37388724;0.205574913;0.313225058;0.107769424;0.363636364;0.197674419;0.209677419;7
0.221153846;0.18627451;0.180722892;0.246932515;0.089020772;0.163763066;0.378190255;0.245614035;0.618181818;0.26744186;0.225806452;5
0.509615385;0.18627451;0.271084337;0.153374233;0.077151335;0.090592334;0.266821346;0.19066898;0.436363636;0.279069767;0.387096774;9
0.25;0.142156863;0.289156627;0.024539877;0.314540059;0.094076655;0.220417633;0.090418354;0.472727273;0.418604651;0.661290323;6
0.432692308;0.058823529;0.271084337;0.013803681;0.089020772;0.055749129;0.20649652;0.097165992;0.272727273;0.395348837;0.483870968;6
0.326923077;0.147058824;0.114457831;0.200920245;0.127596439;0.156794425;0.436194896;0.222479275;0.363636364;0.360465116;0.161290323;5
0.298076923;0.137254902;0.222891566;0.220858896;0.130563798;0.198606272;0.392111369;0.233082707;0.590909091;0.697674419;0.241935484;7
0.413461538;0.088235294;0.265060241;0.207055215;0.130563798;0.142857143;0.315545244;0.26007326;0.509090909;0.61627907;0.129032258;8
0.211538462;0.308823529;0;0.012269939;0.097922849;0.017421603;0.106728538;0.081742819;0.590909091;0.186046512;0.516129032;4
0.384615385;0.205882353;0.13253012;0.136503067;0.139465875;0.146341463;0.473317865;0.193560825;0.327272727;0.453488372;0.209677419;6
0.298076923;0.137254902;0.222891566;0.220858896;0.130563798;0.198606272;0.392111369;0.233082707;0.590909091;0.697674419;0.241935484;7
0.413461538;0.088235294;0.265060241;0.207055215;0.130563798;0.142857143;0.315545244;0.26007326;0.509090909;0.61627907;0.129032258;8
0.326923077;0.147058824;0.114457831;0.200920245;0.127596439;0.156794425;0.436194896;0.222479275;0.363636364;0.360465116;0.161290323;5
0.365384615;0.215686275;0.162650602;0.153374233;0.089020772;0.101045296;0.255220418;0.212839792;0.5;0.093023256;0.209677419;6
0.375;0.254901961;0.168674699;0.159509202;0.091988131;0.101045296;0.250580046;0.212839792;0.5;0.081395349;0.193548387;6
0.375;0.254901961;0.168674699;0.159509202;0.091988131;0.101045296;0.250580046;0.212839792;0.5;0.081395349;0.193548387;6
0.192307692;0.254901961;0.096385542;0.098159509;0.083086053;0.083623693;0.248259861;0.15018315;0.672727273;0.26744186;0.322580645;7
0.365384615;0.215686275;0.162650602;0.153374233;0.089020772;0.101045296;0.255220418;0.212839792;0.5;0.093023256;0.209677419;6
0.375;0.254901961;0.168674699;0.159509202;0.091988131;0.101045296;0.250580046;0.212839792;0.5;0.081395349;0.193548387;6
0.201923077;0.156862745;0.180722892;0.021472393;0.071216617;0.090592334;0.192575406;0.099093889;0.609090909;0.546511628;0.467741935;7
0.25;0.37254902;0.048192771;0.06595092;0.109792285;0.111498258;0.313225058;0.141507615;0.345454545;0.395348837;0.322580645;5
0.201923077;0.156862745;0.180722892;0.021472393;0.071216617;0.090592334;0.192575406;0.099093889;0.609090909;0.546511628;0.467741935;7
0.346153846;0.235294118;0.162650602;0.012269939;0.118694362;0.12543554;0.380510441;0.120300752;0.281818182;0.348837209;0.209677419;5
0.326923077;0.225490196;0.156626506;0.102760736;0.121661721;0.12195122;0.343387471;0.176209755;0.336363636;0.244186047;0.161290323;5
0.384615385;0.333333333;0.138554217;0.125766871;0.133531157;0.139372822;0.477958237;0.192596877;0.272727273;0.418604651;0.193548387;6
0.298076923;0.156862745;0.198795181;0.182515337;0.109792285;0.156794425;0.334106729;0.215731637;0.509090909;0.639534884;0.258064516;6
0.153846154;0.098039216;0.144578313;0.064417178;0.09495549;0.097560976;0.241299304;0.141507615;0.636363636;0.209302326;0.225806452;6
0.211538462;0.098039216;0.186746988;0.012269939;0.080118694;0.041811847;0.153132251;0.072103335;0.563636364;0.418604651;0.5;8
0.384615385;0.18627451;0.34939759;0.162576687;0.080118694;0.146341463;0.352668213;0.204164257;0.309090909;0.220930233;0.14516129;6
0.211538462;0.196078431;0.295180723;0.095092025;0.115727003;0.205574913;0.494199536;0.157894737;0.427272727;0.290697674;0.209677419;5
0.288461538;0.303921569;0.210843373;0.168711656;0.103857567;0.191637631;0.489559165;0.205128205;0.318181818;0.360465116;0.209677419;5
0.269230769;0.12745098;0.186746988;0.165644172;0.089020772;0.153310105;0.361948956;0.208983998;0.627272727;0.255813953;0.290322581;7
0.336538462;0.235294118;0.204819277;0.09202454;0.068249258;0.076655052;0.238979118;0.153074995;0.454545455;0.279069767;0.290322581;6
0.384615385;0.18627451;0.34939759;0.162576687;0.080118694;0.146341463;0.352668213;0.204164257;0.309090909;0.220930233;0.14516129;6
0.25;0.225490196;0.156626506;0.193251534;0.109792285;0.191637631;0.454756381;0.200308463;0.409090909;0.220930233;0.258064516;5
0.230769231;0.205882353;0.156626506;0.191717791;0.109792285;0.18466899;0.452436195;0.199344515;0.4;0.220930233;0.258064516;6
0.211538462;0.303921569;0.102409639;0.174846626;0.109792285;0.219512195;0.549883991;0.20223636;0.390909091;0.186046512;0.161290323;6
0.230769231;0.215686275;0.156626506;0.196319018;0.109792285;0.191637631;0.457076566;0.205128205;0.409090909;0.244186047;0.241935484;6
0.211538462;0.196078431;0.295180723;0.095092025;0.115727003;0.205574913;0.494199536;0.157894737;0.427272727;0.290697674;0.209677419;5
0.211538462;0.323529412;0.030120482;0.013803681;0.160237389;0.052264808;0.257540603;0.117408907;0.445454545;0.395348837;0.193548387;6
0.25;0.264705882;0.168674699;0.007668712;0.136498516;0.024390244;0.350348028;0.133796029;0.636363636;0.325581395;0.177419355;7
0.259615385;0.176470588;0.192771084;0.243865031;0.106824926;0.146341463;0.364269142;0.24850588;0.6;0.279069767;0.241935484;6
0.394230769;0.264705882;0.144578313;0.23006135;0.18694362;0.146341463;0.510440835;0.207056102;0.281818182;0.430232558;0.403225806;6
0.230769231;0.215686275;0.102409639;0.033742331;0.091988131;0.076655052;0.269141531;0.130904184;0.263636364;0.279069767;0.161290323;5
0.442307692;0.098039216;0.253012048;0.069018405;0.080118694;0.017421603;0.157772622;0.130904184;0.4;0.348837209;0.596774194;5
0.269230769;0.470588235;0.13253012;0.127300613;0.074183976;0.087108014;0.287703016;0.185849238;0.436363636;0.337209302;0.177419355;5
0.230769231;0.215686275;0.102409639;0.033742331;0.091988131;0.076655052;0.269141531;0.130904184;0.263636364;0.279069767;0.161290323;5
0.269230769;0.470588235;0.13253012;0.127300613;0.074183976;0.087108014;0.287703016;0.185849238;0.436363636;0.337209302;0.177419355;5
0.269230769;0.274509804;0.174698795;0.015337423;0.035608309;0.076655052;0.176334107;0.048968575;0.627272727;0.453488372;0.709677419;9
0.336538462;0.56372549;0.120481928;0.147239264;0.183976261;0.090592334;0.47099768;0.192596877;0.218181818;0.418604651;0.193548387;6
0.288461538;0.098039216;0.126506024;0.073619632;0.130563798;0.111498258;0.220417633;0.141507615;0.527272727;0.244186047;0.225806452;5
0.278846154;0.107843137;0.138554217;0.085889571;0.112759644;0.118466899;0.250580046;0.142471564;0.563636364;0.244186047;0.258064516;6
0.442307692;0.098039216;0.253012048;0.069018405;0.080118694;0.017421603;0.157772622;0.130904184;0.4;0.348837209;0.596774194;5
0.307692308;0.12745098;0.222891566;0.101226994;0.097922849;0.118466899;0.366589327;0.16753422;0.490909091;0.395348837;0.290322581;6
0.288461538;0.166666667;0.228915663;0.115030675;0.109792285;0.076655052;0.3387471;0.163678427;0.554545455;0.430232558;0.35483871;6
0.346153846;0.156862745;0.21686747;0.021472393;0.065281899;0.087108014;0.30162413;0.066319645;0.509090909;0.302325581;0.725806452;9
0.317307692;0.078431373;0.21686747;0.154907975;0.103857567;0.06271777;0.187935035;0.169462117;0.4;0.255813953;0.467741935;7
0.317307692;0.078431373;0.21686747;0.009202454;0.100890208;0.066202091;0.187935035;0.10391363;0.4;0.23255814;0.483870968;7
0.336538462;0.12254902;0.186746988;0.016871166;0.151335312;0.111498258;0.234338747;0.177173703;0.909090909;0.546511628;0.403225806;6
0.346153846;0.088235294;0.240963855;0.075153374;0.083086053;0.111498258;0.352668213;0.123192597;0.3;0.465116279;0.564516129;4
0.336538462;0.215686275;0.204819277;0.032208589;0.103857567;0.111498258;0.229698376;0.075959129;0.581818182;0.360465116;0.774193548;8
0.298076923;0.166666667;0.204819277;0.010736196;0.077151335;0.087108014;0.16937355;0.064391749;0.418181818;0.255813953;0.677419355;6
0.336538462;0.12254902;0.186746988;0.016871166;0.151335312;0.111498258;0.234338747;0.177173703;0.909090909;0.546511628;0.403225806;6
0.355769231;0.333333333;0.204819277;0.056748466;0.091988131;0.111498258;0.229698376;0.085598612;0.381818182;0.26744186;0.774193548;8
0.336538462;0.166666667;0.21686747;0.023006135;0.074183976;0.097560976;0.389791183;0.072103335;0.481818182;0.209302326;0.629032258;8
0.336538462;0.166666667;0.21686747;0.023006135;0.074183976;0.097560976;0.389791183;0.072103335;0.481818182;0.209302326;0.629032258;8
0.336538462;0.166666667;0.21686747;0.023006135;0.074183976;0.097560976;0.389791183;0.072103335;0.481818182;0.209302326;0.629032258;8
0.355769231;0.254901961;0.210843373;0.082822086;0.074183976;0.034843206;0.271461717;0.101985734;0.4;0.197674419;0.64516129;7
0.365384615;0.245098039;0.210843373;0.087423313;0.080118694;0.034843206;0.271461717;0.101985734;0.4;0.197674419;0.64516129;7
0.471153846;0.147058824;0.192771084;0.196319018;0.103857567;0.114982578;0.371229698;0.243686138;0.363636364;0.290697674;0.129032258;7
0.471153846;0.147058824;0.192771084;0.196319018;0.103857567;0.114982578;0.371229698;0.243686138;0.363636364;0.290697674;0.129032258;7
0.298076923;0.107843137;0.210843373;0.016871166;0.080118694;0.108013937;0.213457077;0.116444959;0.445454545;0.372093023;0.451612903;7
0.336538462;0.12745098;0.174698795;0.015337423;0.074183976;0.094076655;0.252900232;0.088490457;0.527272727;0.325581395;0.483870968;8
0.336538462;0.12745098;0.174698795;0.015337423;0.074183976;0.094076655;0.252900232;0.088490457;0.527272727;0.325581395;0.483870968;8
0.269230769;0.137254902;0.222891566;0.226993865;0.077151335;0.209059233;0.334106729;0.218623482;0.272727273;0.209302326;0.209677419;5
0.519230769;0.254901961;0.162650602;0.009202454;0.050445104;0.052264808;0.148491879;0.096202044;0.327272727;0.197674419;0.451612903;5
0.471153846;0.147058824;0.192771084;0.196319018;0.103857567;0.114982578;0.371229698;0.243686138;0.363636364;0.290697674;0.129032258;7
0.211538462;0.117647059;0.144578313;0.018404908;0.06231454;0.097560976;0.222737819;0.073067284;0.536363636;0.290697674;0.564516129;6
0.298076923;0.107843137;0.210843373;0.016871166;0.080118694;0.108013937;0.213457077;0.116444959;0.445454545;0.372093023;0.451612903;7
0.423076923;0.294117647;0.295180723;0.199386503;0.097922849;0.195121951;0.364269142;0.220551378;0.345454545;0.372093023;0.225806452;5
0.298076923;0.098039216;0.21686747;0.010736196;0.080118694;0.132404181;0.250580046;0.1212647;0.5;0.848837209;0.241935484;7
0.375;0.254901961;0.34939759;0.161042945;0.089020772;0.135888502;0.329466357;0.206092153;0.309090909;0.313953488;0.096774194;5
